# key\tvalue\tscore
# key: pinyin (no spaces/tones)

kanzai	看在	3
kanyou	看有	3
kanhen	看很	3
kanxiang	看想	3
kanyao	看要	3
kanqu	看去	3
kanlai	看来	3
kanhui	看会	3
kankan	看看	3
kanting	看听	3
kanshuo	看说	3
kanxie	看谢	3
kanqing	看请	3
kandui	看对	3
kancuo	看错	3
kanzhong	看中	3
kanguo	看国	3
kanren	看人	3
kantian	看天	3
kanqi	看气	3
kanjin	看今	3
kanming	看明	3
kanzuo	看昨	3
kanwan	看晚	3
kanzao	看早	3
kanshang	看上	3
kanxia	看下	3
kandian	看点	3
kannian	看年	3
kanyue	看月	3
kanri	看日	3
kansheng	看生	3
kangong	看工	3
kanxue	看学	3
kanxi	看习	3
kanjia	看家	3
kanpeng	看朋	3
kanlao	看老	3
kantong	看同	3
kanxiao	看小	3
kanda	看大	3
kanduo	看多	3
kanshao	看少	3
kanmei	看没	3
kanzhen	看真	3
kanpiao	看漂	3
kanliang	看亮	3
kangao	看高	3
kanxing	看兴	3
kanhe	看喝	3
kanchi	看吃	3
kanfan	看饭	3
kanshui	看水	3
kanmen	看们	3
kanma	看吗	3
kanna	看那	3
kanzhe	看这	3
kanzen	看怎	3
kanwei	看为	3
kanyin	看因	3
kansuo	看所	3
kanke	看可	3
tingni	听你	3
tinghao	听好	3
tingwo	听我	3
tingshi	听是	3
tingde	听的	3
tingbu	听不	3
tingzai	听在	3
tingyou	听有	3
tinghen	听很	3
tingxiang	听想	3
tingyao	听要	3
tingqu	听去	3
tinglai	听来	3
tinghui	听会	3
tingkan	听看	3
tingting	听听	3
tingshuo	听说	3
tingxie	听谢	3
tingqing	听请	3
tingdui	听对	3
tingcuo	听错	3
tingzhong	听中	3
tingguo	听国	3
tingren	听人	3
tingtian	听天	3
tingqi	听气	3
tingjin	听今	3
tingming	听明	3
tingzuo	听昨	3
tingwan	听晚	3
tingzao	听早	3
tingshang	听上	3
tingxia	听下	3
tingdian	听点	3
tingnian	听年	3
tingyue	听月	3
tingri	听日	3
tingsheng	听生	3
tinggong	听工	3
tingxue	听学	3
tingxi	听习	3
tingjia	听家	3
tingpeng	听朋	3
tinglao	听老	3
tingtong	听同	3
tingxiao	听小	3
tingda	听大	3
tingduo	听多	3
tingshao	听少	3
tingmei	听没	3
tingzhen	听真	3
tingpiao	听漂	3
tingliang	听亮	3
tinggao	听高	3
tingxing	听兴	3
tinghe	听喝	3
tingchi	听吃	3
tingfan	听饭	3
tingshui	听水	3
tingmen	听们	3
tingma	听吗	3
tingna	听那	3
tingzhe	听这	3
tingzen	听怎	3
tingwei	听为	3
tingyin	听因	3
tingsuo	听所	3
tingke	听可	3
shuoni	说你	3
shuohao	说好	3
shuowo	说我	3
shuoshi	说是	3
shuode	说的	3
shuobu	说不	3
shuozai	说在	3
shuoyou	说有	3
shuohen	说很	3
shuoxiang	说想	3
shuoyao	说要	3
shuoqu	说去	3
shuolai	说来	3
shuohui	说会	3
shuokan	说看	3
shuoting	说听	3
shuoshuo	说说	3
shuoxie	说谢	3
shuoqing	说请	3
shuodui	说对	3
shuocuo	说错	3
shuozhong	说中	3
shuoguo	说国	3
shuoren	说人	3
shuotian	说天	3
shuoqi	说气	3
